user_id,name,persona_type,age,gender,acquisition_channel,signup_date
88924348,윤소호,new_explorer,17,F,SNS,2024-08-16
a96474b1,한은안,new_explorer,28,F,SNS,2024-09-03
6d52e9aa,조예혁,new_explorer,65,M,SNS,2025-08-31
9a0c09d0,임유은,new_explorer,66,F,SNS,2024-07-12
6df3d1a8,황하연,new_explorer,42,F,search_ad,2025-11-06
dffc806f,황하윤,new_explorer,68,F,direct,2024-10-06
c1746492,윤하훈,new_explorer,51,M,referral,2025-08-01
38f2d553,권현경,new_explorer,37,F,email,2024-04-07
e612588f,장지현,new_explorer,23,M,SNS,2025-09-21
df45ced9,황현우,new_explorer,39,F,SNS,2025-07-24
14ca4606,조다준,new_explorer,29,F,direct,2024-01-28
790077d6,임채경,new_explorer,22,M,email,2025-04-03
67e1fd13,권지영,new_explorer,37,M,SNS,2024-11-14
7953929f,전수연,new_explorer,16,F,email,2025-02-04
0f4ac98a,강수린,new_explorer,34,F,search_ad,2025-07-05
0cd8ab47,최시아,new_explorer,35,F,direct,2025-09-29
2d78015e,한하율,new_explorer,24,F,referral,2024-06-16
1b9be619,이예빈,new_explorer,36,M,direct,2026-01-01
c6396038,권진준,new_explorer,24,F,SNS,2026-02-22
5a452a23,송다윤,new_explorer,20,M,SNS,2025-04-30
e3efc67c,안준린,new_explorer,34,M,referral,2026-06-15
6a3e3d58,홍우서,new_explorer,23,F,referral,2026-03-04
1f94b3fa,전수혁,new_explorer,17,F,referral,2024-07-30
db3f87c2,서태아,new_explorer,38,F,referral,2024-08-23
4edff3bb,서도혁,new_explorer,46,F,email,2024-11-06
4282b2f9,최우안,new_explorer,27,F,SNS,2024-05-06
02d6659e,홍소윤,new_explorer,70,F,referral,2026-01-20
186f4e9f,송민영,new_explorer,27,F,SNS,2026-05-17
6711c792,권시진,new_explorer,21,F,email,2026-01-24
4f5cfaa4,윤우린,new_explorer,22,F,search_ad,2025-11-04
35110ea6,정유안,new_explorer,29,F,search_ad,2024-12-05
d14ffa84,송시윤,new_explorer,44,F,direct,2024-02-18
c68d24a0,조소혁,new_explorer,34,M,SNS,2024-10-23
db6373fd,김소원,new_explorer,69,F,SNS,2024-12-29
d95fa6c6,윤채은,new_explorer,44,M,SNS,2026-06-05
19eed80b,최민진,new_explorer,42,M,referral,2025-04-19
d460932b,정성은,new_explorer,33,F,direct,2025-03-04
0b854c8d,임재준,new_explorer,47,F,direct,2026-02-12
0d9a03e7,박소연,new_explorer,71,M,SNS,2024-02-08
9d0d2c51,서은준,new_explorer,39,M,search_ad,2024-12-19
887e52fb,권현린,new_explorer,21,M,SNS,2026-03-25
9e92444e,윤성서,new_explorer,31,F,direct,2025-11-23
94002594,신하혁,new_explorer,42,F,search_ad,2024-06-26
3b241080,권유은,new_explorer,27,F,SNS,2026-03-13
8593933d,권지민,new_explorer,21,F,search_ad,2026-04-02
e38b30cf,전예윤,new_explorer,22,F,referral,2025-12-10
1609b999,김준서,new_explorer,29,F,email,2026-03-01
2a8c3627,김은호,new_explorer,52,F,search_ad,2025-07-06
12918dba,권은빈,new_explorer,47,F,search_ad,2024-10-26
b6fe7f3c,임태연,new_explorer,19,M,SNS,2025-05-19
0794e1f7,한채서,new_explorer,31,M,SNS,2024-08-16
a1c67c7a,홍우진,new_explorer,46,F,direct,2024-03-23
c28b49ba,신태호,new_explorer,43,M,direct,2024-03-01
41d19f35,한준은,new_explorer,26,F,email,2026-04-13
c972aa4e,정성우,new_explorer,25,F,search_ad,2025-10-05
0db65fa6,이현영,new_explorer,36,M,SNS,2025-01-28
f8a9389e,오하원,new_explorer,28,F,search_ad,2024-08-25
d3e0e407,송서영,new_explorer,49,M,email,2026-05-24
bac7a573,김시서,new_explorer,55,M,search_ad,2024-01-12
985abc1c,안예율,new_explorer,62,M,direct,2025-08-08
13ec8590,강채우,new_explorer,52,F,search_ad,2024-05-29
bbc5e65c,장예빈,new_explorer,36,F,SNS,2024-02-23
ca42fb26,서채우,new_explorer,23,F,SNS,2024-08-20
9a03ed62,한하연,new_explorer,44,M,direct,2025-05-29
6e00c6c9,박소우,new_explorer,45,F,direct,2025-05-10
d603c5b2,서다진,new_explorer,39,M,SNS,2025-10-13
a21ab739,박다준,new_explorer,45,F,SNS,2026-06-08
06079d32,윤재현,new_explorer,55,F,SNS,2024-07-13
f99c58a0,윤하서,new_explorer,64,F,SNS,2025-01-08
a28e3f94,황태경,new_explorer,32,M,referral,2025-07-28
78d3e9d4,정태윤,new_explorer,25,M,direct,2024-03-21
76615e56,임태안,new_explorer,21,F,SNS,2025-03-25
df9077f3,전성우,new_explorer,37,F,direct,2025-09-30
af217158,정민안,new_explorer,38,F,SNS,2026-06-16
3530c1b9,권우빈,new_explorer,18,M,search_ad,2024-08-02
38fdc209,이재윤,new_explorer,49,F,direct,2025-03-17
3ada08f3,한지경,new_explorer,32,M,search_ad,2024-02-28
905fd199,정채윤,new_explorer,46,M,SNS,2026-03-21
0c8bd4e2,박다빈,new_explorer,58,M,direct,2026-06-21
2413493a,조유서,new_explorer,27,M,SNS,2025-06-30
8ded86c4,한채서,new_explorer,50,M,search_ad,2024-06-27
b8571060,권민린,new_explorer,42,M,direct,2025-06-29
5c0be926,조은경,new_explorer,27,F,email,2024-09-28
9844da32,강예영,impulsive_buyer,36,M,SNS,2025-03-18
8a3b9439,최현윤,impulsive_buyer,48,M,referral,2026-05-22
dc4c701e,권은연,impulsive_buyer,33,F,direct,2024-07-24
d1b791d1,한도서,impulsive_buyer,15,F,SNS,2025-10-09
acb7f7ea,권채연,impulsive_buyer,27,M,email,2026-05-01
53b6c7e4,윤현준,impulsive_buyer,24,F,SNS,2024-04-17
ef113369,홍성연,impulsive_buyer,27,F,search_ad,2024-04-03
927f6983,강지빈,impulsive_buyer,26,F,email,2025-12-30
571b3dcc,송서율,impulsive_buyer,48,F,referral,2024-07-11
761811c9,최수아,impulsive_buyer,23,F,SNS,2025-12-15
108bbf69,황시서,impulsive_buyer,27,M,SNS,2025-01-19
858c8d33,임우율,impulsive_buyer,55,M,email,2025-11-17
991f88b5,오민아,impulsive_buyer,34,F,SNS,2025-04-16
23f2d0a6,황진은,impulsive_buyer,22,M,email,2024-10-07
a19fc168,강성진,impulsive_buyer,29,M,direct,2025-10-08
b30ec7dc,오태우,impulsive_buyer,27,M,search_ad,2024-04-23
34cd03a4,박소은,impulsive_buyer,20,M,direct,2026-06-07
1d2a2423,박유은,impulsive_buyer,32,M,direct,2024-04-18
fe5e3aee,오태윤,impulsive_buyer,35,F,search_ad,2026-01-09
edb9d0cb,황우율,impulsive_buyer,16,M,email,2025-04-20
01c36770,임진민,impulsive_buyer,29,M,SNS,2025-04-09
4df4a6f7,오지훈,impulsive_buyer,45,M,direct,2026-04-24
2f3482e7,오우호,impulsive_buyer,52,M,SNS,2026-02-10
0912af35,송도영,impulsive_buyer,37,F,referral,2026-01-07
db5ddb50,신다경,impulsive_buyer,48,M,SNS,2024-11-19
95b4bcde,전시서,impulsive_buyer,28,F,direct,2024-02-04
9db99c2f,강시아,impulsive_buyer,34,M,email,2026-01-15
d82df6f4,장도진,impulsive_buyer,28,M,search_ad,2025-03-16
10cf899b,강채영,impulsive_buyer,52,F,direct,2024-03-15
6b7bcacf,장예경,impulsive_buyer,39,F,direct,2026-01-21
8be39865,황유율,impulsive_buyer,34,M,SNS,2024-08-09
7ecf1162,한재은,impulsive_buyer,22,F,email,2024-08-23
04ca4955,권하원,impulsive_buyer,23,F,direct,2024-12-17
08318add,한수아,impulsive_buyer,65,F,SNS,2026-06-07
1b348735,김지율,impulsive_buyer,57,F,direct,2024-07-22
2cd8f056,임성연,impulsive_buyer,37,F,referral,2025-11-10
9f5e7d51,이소우,impulsive_buyer,45,M,search_ad,2025-04-05
0382cb79,홍하서,impulsive_buyer,39,F,email,2024-08-02
c184cc74,조채빈,impulsive_buyer,22,F,direct,2025-01-18
1e9d34a6,정재영,impulsive_buyer,28,F,SNS,2024-09-02
48748cf6,안우훈,impulsive_buyer,25,M,direct,2024-04-09
5dda1629,김채혁,impulsive_buyer,69,M,SNS,2025-01-26
bea5717e,황시빈,impulsive_buyer,49,F,search_ad,2024-05-18
4ad7665b,조서안,impulsive_buyer,31,F,SNS,2024-02-03
e644f13d,황민서,impulsive_buyer,39,F,direct,2024-01-24
c2adbe0c,한성은,impulsive_buyer,28,F,search_ad,2024-12-11
a36fdd7c,황예호,impulsive_buyer,49,M,SNS,2026-06-24
ceef6335,한진은,impulsive_buyer,47,M,search_ad,2026-03-15
48ec1352,서소은,impulsive_buyer,38,F,email,2026-03-12
b794ad76,황예민,impulsive_buyer,34,F,referral,2025-10-12
69b09c5d,전유호,impulsive_buyer,29,M,SNS,2024-06-04
5b5e2f76,정서훈,impulsive_buyer,41,F,email,2025-09-20
eef0f381,조현아,impulsive_buyer,57,M,SNS,2024-03-03
64831cd4,강다현,impulsive_buyer,40,F,email,2025-05-08
f5509120,이서진,impulsive_buyer,24,M,search_ad,2024-11-20
bdc4301a,안태원,impulsive_buyer,32,F,SNS,2024-03-15
c8c82c85,김재진,impulsive_buyer,32,M,search_ad,2025-07-18
88a98139,서하현,impulsive_buyer,31,M,email,2026-04-14
71f30c72,장재진,impulsive_buyer,27,F,search_ad,2025-04-21
7a115db9,강소빈,impulsive_buyer,24,F,email,2025-05-04
f83e65b2,오채호,impulsive_buyer,34,M,SNS,2026-03-21
a72982f6,송예호,impulsive_buyer,47,F,search_ad,2024-04-20
75091a2d,박수준,impulsive_buyer,35,F,SNS,2025-10-09
f3f22697,최예경,impulsive_buyer,57,F,direct,2025-07-31
95dacc1e,신태경,impulsive_buyer,38,M,SNS,2026-04-25
c8ab2930,전지우,impulsive_buyer,16,F,direct,2024-11-21
93361371,황민진,impulsive_buyer,51,M,direct,2024-06-25
80adccfc,권소율,impulsive_buyer,26,M,SNS,2026-06-15
e8aaf969,강성율,impulsive_buyer,51,F,direct,2026-05-19
999519c8,신성율,impulsive_buyer,38,M,referral,2025-12-08
e84d5114,이다영,impulsive_buyer,21,F,referral,2025-01-11
33547338,윤민율,impulsive_buyer,30,F,direct,2025-09-19
031bb3d7,전재경,impulsive_buyer,67,F,search_ad,2025-11-04
692b88d2,임준우,impulsive_buyer,36,M,direct,2025-08-07
72bb8386,이은율,impulsive_buyer,37,F,referral,2025-07-05
f454a8e7,윤현서,impulsive_buyer,33,F,referral,2024-12-11
6e5a5362,정소호,impulsive_buyer,38,F,SNS,2026-05-24
3d61def1,이준율,impulsive_buyer,43,F,search_ad,2024-12-17
89c4334c,조진민,impulsive_buyer,48,F,referral,2025-10-18
3760e6b1,윤채민,impulsive_buyer,27,M,direct,2025-06-20
8581407a,오현원,impulsive_buyer,28,M,direct,2025-02-05
5fc76af0,오재린,impulsive_buyer,23,M,SNS,2026-05-01
1a576426,전다진,impulsive_buyer,39,F,SNS,2026-02-07
6296b825,장진혁,impulsive_buyer,55,F,direct,2026-05-08
7bdc0613,강성우,impulsive_buyer,47,F,direct,2025-01-05
23b69cf5,박도연,impulsive_buyer,33,M,SNS,2026-01-13
1259de34,황진연,impulsive_buyer,39,F,SNS,2025-10-31
17996357,신시준,impulsive_buyer,28,F,email,2025-03-25
d96cfd90,장소윤,impulsive_buyer,35,F,direct,2025-04-29
2ea0afbf,이지율,impulsive_buyer,41,F,direct,2026-02-27
7706acae,황다아,impulsive_buyer,41,F,search_ad,2025-11-04
25546038,황준우,impulsive_buyer,59,F,email,2025-11-18
401583fa,강재연,impulsive_buyer,30,M,email,2025-03-19
fda25c3e,윤수율,impulsive_buyer,29,M,search_ad,2024-11-19
1106a018,안은우,impulsive_buyer,21,M,SNS,2024-12-03
aa2df5eb,김준안,impulsive_buyer,25,M,direct,2024-04-12
91f88a07,박채진,impulsive_buyer,36,F,referral,2024-12-12
bbe043b5,한은준,impulsive_buyer,26,M,SNS,2024-01-03
ffe600f8,박시린,impulsive_buyer,22,F,direct,2026-04-24
4819f447,서서진,impulsive_buyer,35,F,direct,2025-01-03
19ceb33a,서시서,impulsive_buyer,65,M,SNS,2026-05-24
38ee7d9f,오준호,impulsive_buyer,31,F,search_ad,2025-03-24
de322017,김소아,impulsive_buyer,24,F,referral,2024-04-09
ebd74614,정현아,impulsive_buyer,59,M,search_ad,2024-10-17
57e55976,임진경,impulsive_buyer,70,F,referral,2024-08-28
fe2a713d,송시훈,impulsive_buyer,39,F,SNS,2026-04-04
2dfa3185,신진서,impulsive_buyer,41,F,search_ad,2024-01-06
517844c3,전소훈,impulsive_buyer,75,F,direct,2024-12-10
86da27bf,송채윤,impulsive_buyer,17,F,SNS,2026-06-27
3180a3cc,한다준,impulsive_buyer,72,F,SNS,2024-04-13
c7d39be8,윤태은,impulsive_buyer,39,M,direct,2024-07-27
096e7d5c,신지준,impulsive_buyer,34,M,referral,2025-01-12
2cbcd3d8,안진은,impulsive_buyer,33,F,direct,2025-01-09
a7b72554,한하현,impulsive_buyer,40,F,email,2025-02-27
4a89549f,신태호,impulsive_buyer,28,F,referral,2024-07-21
5d95ca5d,권수린,impulsive_buyer,33,F,direct,2024-11-21
1c1f86ad,전하훈,impulsive_buyer,41,F,SNS,2025-06-04
81b798cb,서채율,impulsive_buyer,39,F,search_ad,2024-08-17
70baa8c4,홍수윤,impulsive_buyer,44,F,search_ad,2024-09-19
503b0165,홍도경,impulsive_buyer,36,M,direct,2024-12-14
5245cf1d,송시혁,impulsive_buyer,52,F,SNS,2024-03-21
c2bf0946,서성빈,impulsive_buyer,33,M,search_ad,2024-12-29
703931de,강지경,impulsive_buyer,47,F,SNS,2024-08-15
0d64c1a9,황성빈,impulsive_buyer,49,F,SNS,2024-06-29
fa039dbd,권성민,impulsive_buyer,20,M,email,2024-06-23
0774ab96,오지안,impulsive_buyer,17,M,referral,2026-03-18
19f6040b,홍다현,impulsive_buyer,45,F,search_ad,2025-05-03
b6b20746,강재진,impulsive_buyer,28,F,SNS,2026-05-26
92521e85,정다우,impulsive_buyer,31,M,email,2024-07-23
45d8cf33,서진서,impulsive_buyer,23,F,search_ad,2026-03-05
46078b55,서우원,impulsive_buyer,21,F,search_ad,2024-11-02
0d6bf7d1,권은윤,impulsive_buyer,41,F,referral,2024-05-15
430d3109,임재훈,impulsive_buyer,35,M,search_ad,2024-10-18
b9d1c0ea,김하현,impulsive_buyer,18,M,direct,2024-02-02
f4ba4b23,임시원,impulsive_buyer,42,F,SNS,2024-10-19
3fb831a9,윤다윤,impulsive_buyer,24,F,search_ad,2024-03-07
b0b6fcc4,권서연,impulsive_buyer,38,F,search_ad,2024-08-30
8c171f75,최하아,impulsive_buyer,21,F,direct,2025-08-18
ad5006fa,정지빈,impulsive_buyer,42,M,search_ad,2024-12-05
3312d3ac,홍태민,impulsive_buyer,26,F,SNS,2025-05-27
755e48fd,한도호,impulsive_buyer,26,F,SNS,2025-08-27
c0a9b7bb,임예빈,impulsive_buyer,50,F,search_ad,2024-04-18
0499c831,황소준,impulsive_buyer,16,F,SNS,2024-11-25
d3b4967b,서수린,impulsive_buyer,52,M,direct,2026-01-04
ce97b1f2,전지연,impulsive_buyer,40,M,SNS,2024-09-05
5f89bc8b,신소윤,impulsive_buyer,46,F,search_ad,2026-05-10
9f3f4717,조도훈,impulsive_buyer,28,F,direct,2025-07-28
423772f6,이유윤,impulsive_buyer,43,F,email,2024-03-13
a79169d9,최서서,impulsive_buyer,22,F,search_ad,2024-04-14
0332c8da,최서아,impulsive_buyer,24,F,referral,2025-04-10
72e56127,황태빈,impulsive_buyer,62,F,direct,2025-10-27
174d7ed1,윤우연,impulsive_buyer,51,M,SNS,2025-04-14
e4d47a33,강민훈,impulsive_buyer,22,F,referral,2026-03-04
8575de70,박수은,impulsive_buyer,44,F,SNS,2025-04-21
95c64db9,서지안,impulsive_buyer,40,F,referral,2025-11-08
e41ac00f,임채호,impulsive_buyer,29,F,direct,2024-09-20
b5bff22a,윤도연,impulsive_buyer,48,M,email,2024-08-13
620d6942,서현준,impulsive_buyer,60,M,SNS,2024-01-21
ad6e0a4f,장지우,impulsive_buyer,16,F,email,2026-04-18
46560d5b,최우서,impulsive_buyer,49,F,search_ad,2024-12-15
22adad3a,윤현원,impulsive_buyer,32,F,referral,2024-05-04
77d3f361,조도경,impulsive_buyer,21,F,SNS,2026-03-25
7301edf6,오예안,impulsive_buyer,38,F,SNS,2024-09-27
a9b0d57f,이예아,impulsive_buyer,49,F,SNS,2024-01-29
46466a33,장시연,impulsive_buyer,17,F,email,2025-01-01
e949ed0b,최서우,impulsive_buyer,42,F,referral,2025-09-26
d93ed68f,전수원,impulsive_buyer,31,F,email,2026-02-03
ffb8dd19,최민안,impulsive_buyer,25,F,SNS,2024-03-10
1bb3f409,서다현,impulsive_buyer,20,M,direct,2026-04-21
0daef531,임진린,impulsive_buyer,33,F,referral,2025-08-01
609ae83a,안유훈,impulsive_buyer,23,F,referral,2025-10-03
3e7fb8a2,안재율,impulsive_buyer,29,M,SNS,2024-06-22
dff4bb9b,이진빈,impulsive_buyer,54,F,direct,2024-04-29
8c8dbcfa,윤수율,impulsive_buyer,20,M,direct,2025-04-22
b8f2b4e8,전서은,impulsive_buyer,35,F,email,2026-02-14
c68d70f3,박민호,impulsive_buyer,20,F,search_ad,2024-08-14
416ea8af,정재현,impulsive_buyer,53,F,email,2024-08-29
db8c7812,안은윤,impulsive_buyer,21,M,direct,2024-05-10
b509a785,정시린,impulsive_buyer,25,F,referral,2026-04-12
6f8a53e3,윤수현,impulsive_buyer,55,M,direct,2024-06-04
a4c3a850,서수우,impulsive_buyer,49,F,SNS,2025-03-05
0cacf92e,한지호,impulsive_buyer,52,F,direct,2024-03-17
8c97ef63,권서원,impulsive_buyer,25,M,SNS,2024-03-20
82cb5cb8,강다혁,impulsive_buyer,36,F,referral,2026-01-01
fc006341,윤시안,impulsive_buyer,39,F,SNS,2024-12-12
2e9937b4,강지훈,impulsive_buyer,26,F,email,2025-09-15
a868f314,김다현,impulsive_buyer,37,F,search_ad,2026-03-28
3a799423,장현진,impulsive_buyer,38,F,SNS,2025-06-20
0aa73cac,오서린,impulsive_buyer,30,F,SNS,2024-05-25
46739d2f,박진준,impulsive_buyer,24,F,SNS,2025-09-23
d1e2f9b0,서시은,impulsive_buyer,28,M,referral,2024-08-18
5f9423a4,이도준,impulsive_buyer,49,F,SNS,2024-09-11
76f9774f,송민율,impulsive_buyer,43,F,referral,2024-06-25
136e6eda,박소우,impulsive_buyer,24,F,direct,2026-05-02
bed7736c,권시현,impulsive_buyer,31,M,email,2026-05-27
acd779c6,홍준아,impulsive_buyer,64,F,email,2024-02-01
f4cc18e4,한준빈,impulsive_buyer,38,F,direct,2026-01-18
78514a17,정수경,impulsive_buyer,22,M,search_ad,2024-07-14
c62ec71f,임성은,impulsive_buyer,31,M,referral,2026-01-26
c5f85a54,홍채율,impulsive_buyer,22,F,SNS,2024-09-03
a711f706,장은연,discount_hunter,18,M,direct,2026-03-26
4bc66f9c,정현안,discount_hunter,67,M,referral,2026-06-28
ad26c67e,조다혁,discount_hunter,27,F,referral,2024-10-31
399a4eec,정우경,discount_hunter,46,F,SNS,2025-07-22
29398e3a,이은민,discount_hunter,27,M,SNS,2025-06-09
1d912735,홍태현,discount_hunter,27,M,email,2025-08-27
b07b3d7c,박현연,discount_hunter,24,F,direct,2024-06-15
06adfc29,신우연,discount_hunter,34,M,referral,2026-02-26
ca10c34c,홍서호,discount_hunter,52,F,SNS,2026-06-24
28ce6c26,권준민,discount_hunter,55,F,direct,2026-06-14
78b877ea,오성영,discount_hunter,28,F,search_ad,2024-04-02
105771d9,임예서,discount_hunter,54,M,direct,2025-03-23
b96e0e30,서재서,discount_hunter,49,M,search_ad,2025-11-03
5d600cec,전예아,discount_hunter,49,F,search_ad,2024-10-29
49719473,안현현,discount_hunter,35,F,referral,2024-07-02
074d5fce,강재윤,discount_hunter,48,M,SNS,2025-08-22
c71e80c6,장수진,discount_hunter,55,F,direct,2025-02-20
82e25e76,안하율,discount_hunter,23,M,direct,2024-05-16
171593b4,전태서,discount_hunter,26,F,SNS,2025-07-30
35f65171,김태원,discount_hunter,20,M,SNS,2024-03-25
30a2f805,정채린,discount_hunter,31,M,search_ad,2026-05-28
01946495,한우민,discount_hunter,40,F,SNS,2025-11-23
ac21df5a,정하율,discount_hunter,54,F,direct,2025-04-21
a2db9656,한다서,discount_hunter,38,F,direct,2025-03-09
af74c71a,김유호,discount_hunter,26,M,search_ad,2026-04-02
8b666666,서준훈,discount_hunter,40,F,search_ad,2025-07-11
602fae57,이하린,discount_hunter,30,M,direct,2025-11-12
c8cacac4,신하빈,discount_hunter,34,M,SNS,2025-06-04
ee46ee4f,홍하진,discount_hunter,58,F,SNS,2025-08-13
0c6deed6,신현현,discount_hunter,71,M,SNS,2025-04-06
c1fe3f62,김서윤,discount_hunter,33,M,email,2025-06-02
8f916dc6,장유안,discount_hunter,21,M,email,2025-09-30
a4abddee,임은아,discount_hunter,40,F,direct,2024-09-12
5372799e,한은안,discount_hunter,32,M,email,2026-01-03
9a01ae5c,서소안,discount_hunter,21,F,SNS,2025-09-27
5e83000c,이시준,discount_hunter,22,M,direct,2026-06-16
7410dd2b,오채연,discount_hunter,26,M,referral,2024-05-28
e00ce0c7,권민윤,discount_hunter,26,M,SNS,2026-05-04
ce09a565,전유아,discount_hunter,39,M,direct,2024-01-10
e05e0663,정성영,discount_hunter,36,F,SNS,2025-04-21
a85cd5f9,강지혁,discount_hunter,37,F,direct,2025-07-24
4a7e6d9d,박태안,discount_hunter,33,M,referral,2024-06-16
e4162542,김하율,discount_hunter,27,F,direct,2024-08-08
465157de,송예안,discount_hunter,38,M,email,2024-04-22
e16efb15,송채영,discount_hunter,45,M,direct,2025-11-06
8a807dd8,송우은,discount_hunter,24,F,search_ad,2024-02-26
e491470f,최준영,discount_hunter,46,F,SNS,2025-07-16
5c10e3cc,이수준,discount_hunter,26,M,referral,2025-06-19
31f7f576,김우우,discount_hunter,37,F,direct,2024-02-26
41e1a5b1,최소영,discount_hunter,22,M,search_ad,2026-02-15
32cc42a4,장소아,discount_hunter,33,F,email,2024-12-03
e7592844,한성민,discount_hunter,38,M,SNS,2024-01-15
6cafc4a1,강우훈,discount_hunter,52,M,search_ad,2025-03-09
9ac602a7,송현린,discount_hunter,56,F,referral,2024-08-27
e7e12157,조준현,discount_hunter,15,F,email,2025-12-06
68bdd5bb,권하영,discount_hunter,35,F,referral,2025-03-04
c10b626c,안현우,discount_hunter,33,M,email,2025-05-16
6c5b23ff,조채안,discount_hunter,17,M,referral,2026-03-22
ec202966,조예진,discount_hunter,39,F,direct,2026-06-15
5a8dea50,송준서,discount_hunter,17,F,SNS,2026-05-12
47d17a68,이도아,discount_hunter,42,F,search_ad,2026-01-02
0f9d2958,박재빈,discount_hunter,35,F,SNS,2026-03-19
d1cc4de2,송소윤,discount_hunter,28,M,direct,2025-10-23
e3c6b0a2,황성연,discount_hunter,48,F,SNS,2025-03-06
769f8b3f,윤민아,discount_hunter,39,M,direct,2025-04-29
e8185431,안우안,discount_hunter,35,F,direct,2025-03-17
7ccc4cdc,강성훈,discount_hunter,31,F,SNS,2024-03-04
3fa05243,신지서,discount_hunter,28,F,SNS,2026-06-25
fd3e8681,송지경,discount_hunter,17,F,referral,2025-11-23
cefa1551,송서영,discount_hunter,15,F,SNS,2024-11-12
5f3a7a96,최현진,discount_hunter,28,M,search_ad,2025-11-15
608b9771,정소훈,discount_hunter,23,F,SNS,2024-02-24
4bc7461e,김성훈,discount_hunter,55,M,SNS,2025-03-01
